Style,Yarn,Percentage,This Week,Week 31,Week 32,Week 33,Week 34,Week 35,Week 36,Week 37,Week 38,Later,Total
CEE4751A/1,12078,13.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,6.6
CEE4751A/1,12526,30.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,15.3
CEE4751A/1,18233,21.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,10.9
CEE4751A/1,18376,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.9
CEE4751A/1,18454,13.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,6.6
CEE4751A/1,18594,13.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,6.6
CEE4763A/1,18306,11.32,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
CEE4763A/1,18376,9.47,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
CEE4763A/1,18594,16.51,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3
CEE4763A/1,18763,44.34,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2
CEE4763A/1,18865,7.04,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
CEE4763A/1,18961,11.32,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
CEE4780A/1,11759,15.16,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6
CEE4780A/1,18594,26.76,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4
CEE4780A/1,18725,10.7,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4
CEE4780A/1,18763,40.3,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2
CEE4780A/1,18865,7.08,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
CEE4783A/1,18229,14.03,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
CEE4783A/1,18306,9.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
CEE4783A/1,18513,14.03,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
CEE4783A/1,18594,24.75,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1
CEE4783A/1,18763,37.29,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8
CF 5502 STEP JACQ/0,18993,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5092/1,18845,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"15,758.0","15,758.0"
CF5105/0,18575,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"6,715.4","6,715.4"
CF5136/0,18638,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,139.6","1,139.6"
CF5138/0,18638,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.8,55.8
CF5261/STR,18903,100,0.0,0.0,0.0,0.0,0.0,"5,215.6","5,215.6","5,215.6","5,215.6","6,413.4","27,275.8"
CF5263/L,18788,100,0.0,0.0,0.0,279.6,"1,025.2","1,025.2","1,025.2",124.8,0.0,0.0,"3,480.0"
CF5321/LYC,13545,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
CF5321/LYC,18517,84.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
CF5321/M2125,18517,84.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,64.5
CF5321/M2125,18974,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,11.7
CF5398/0,18510,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.7,311.7
CF5398/1,19078,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.6,67.6
CF5405/0,13561,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5405/0,18811,97.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5424/0,13561,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5424/0,18573,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5424/0,18804,53.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5432/0,13561,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5432/0,18573,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
CF5432/0,18732,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
CF5432/0,18804,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6
CF5433/0,13561,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5433/0,18795,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5433/0,18804,53.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5434/0,13561,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5434/0,18573,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
CF5434/0,18804,76.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
CF5439/0,18811,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6
CF5439/0,18813,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6
CF5439/BKT2,18811,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5439/BKT2,18813,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5446/0,13794,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5446/0,18573,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5446/0,18732,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5446/0,18763,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5451/0,13561,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5451/0,18774,96.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
CF5461/1,13561,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5461/1,14242,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5461/1,18419,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5461/1,18573,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5461/2,13561,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5461/2,14242,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5461/2,18024,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5461/2,18573,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5462/0,18334,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
CF5462/0,18573,82.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7
CF5462/0,18599,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5463/0,13561,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5463/0,14223,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3
CF5463/0,18573,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1
CF5464/0,13545,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5464/0,18774,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5467/0,18774,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.5,245.5
CF5481/0,18415,75.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0
CF5481/0,18974,24.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
CF5482/0,13545,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6
CF5482/0,18415,81.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.6
CF5487/0,13561,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
CF5487/0,18573,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,13.1
CF5487/0,19031,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.4
CF5488/0,13545,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5488/0,18415,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5489/A,13561,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5489/A,18865,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5489/B,13561,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5489/B,18865,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5489/C,13561,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5489/C,18865,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5490/A,13561,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5490/A,18575,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9
CF5490/B,13561,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5490/B,18575,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5490/C,13561,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
CF5490/C,18575,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,8.9
CF5491/0,9296,76.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5491/0,12150,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5491/NAT48,18865,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5491/NAT48,19077,76.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5493/0,9296,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5493/NAT48,19077,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5501/SLT,18334,91.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6
CF5501/TUB,18334,91.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5502/0,18993,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5504/0,19072,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.4,437.4
CF5509/0,13560,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5509/0,18612,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5510/0,13560,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5510/0,18742,77.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5513/0,11648,6.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5513/0,18282,85.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5513/0,18599,8.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF5514/0,7726,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0
CF5515/0,18558,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
CF5516/0,18558,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMR4344/3S,12321,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3,083.4","3,083.4"
CMR4344/3S,18376,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3,660.1","3,660.1"
CMR4344/3S,18646,50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"11,179.9","11,179.9"
CMR4344/3S,18910,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3,660.1","3,660.1"
CMR4344/3S,18929,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.9,598.9
CMR4649A/1,12066,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CMR4649A/1,12243,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
CMR4649A/1,18426,94.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.1,47.1
CMR4659A/1,12243,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9
CMR4659A/1,14895,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4
CMR4659A/1,18426,93.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.8,46.8
CMR4773A/1,18372,41.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,16.6
CMR4773A/1,18452,16.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,6.6
CMR4773A/1,18794,31.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,12.6
CMR4773A/1,18865,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.9
CMR4773A/1,18929,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4
CSP4479A/1B,18376,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0
CSP4479A/1B,18469,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.7,151.7
CSP4479A/1B,18646,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.2,319.2
CSP4479A/1B,18894,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.2,164.2
CT1577/1B,13364,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940.0,940.0
CT1577/1B,18454,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0
CT1577/1B,18865,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0
CT1577/1B,18929,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0
CT1577/1B,18987,34.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,686.0
CT1916/TT3A,18706,60.6,0.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0
CT1916/TT3A,18893,24.9,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0
CT1916/TT3A,18929,2.3,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
CT1916/TT3A,19003,12.2,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0
CT2155/1AT,19003,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"151,723.7","151,723.7"
CT22150/1BA,12526,64.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"10,875.4","10,875.4"
CT22150/1BA,18646,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"5,881.7","5,881.7"
CT2552/1L,12243,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0
CT2552/1L,18426,97.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,458.0","1,458.0"
CT2913/2DL,18426,36.5,0.0,"1,287.3","1,287.3","1,287.3","1,287.3",325.9,0.0,0.0,0.0,0.0,"5,475.0"
CT2913/2DL,18904,16.5,0.0,581.9,581.9,581.9,581.9,147.3,0.0,0.0,0.0,0.0,"2,475.0"
CT2913/2DL,18929,0.7,0.0,24.7,24.7,24.7,24.7,6.3,0.0,0.0,0.0,0.0,105.0
CT2913/2DL,18987,38.8,0.0,"1,368.4","1,368.4","1,368.4","1,368.4",346.5,0.0,0.0,0.0,0.0,"5,820.0"
CT2913/2DL,19003,7.5,0.0,264.5,264.5,264.5,264.5,67.0,0.0,0.0,0.0,0.0,"1,125.0"
CT3085/1A,18233,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.7,146.7
CT3085/1A,18376,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.4,336.4
CT3085/1A,18763,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.8,215.8
CT3085/1A,19003,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.1,69.1
CT4648/0,18992,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,309.2","1,309.2"
CT4776/0,18962,42.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT4785/1,19003,100.01,"2,043.7",556.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,548.0","5,148.2"
DFF446J/B,18884,100,0.0,0.0,"5,411.9","5,411.9","3,574.3","5,411.9","5,411.9","5,411.9","5,411.9","1,602.3","37,648.2"
DFF505J/0,14270,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.6,279.6
DFF505J/F,19089,100,0.0,0.0,0.0,0.0,"3,237.3","1,262.7",0.0,0.0,0.0,0.0,"4,500.0"
DFF505R/F,13545,1.3,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9
DFF505R/F,19089,98.7,0.0,296.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.1
F42466/0,13560,14,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
F42466/0,18956,86,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0
F42467/0,13560,13.7,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4
F42467/0,18958,86.3,172.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.6
F42468/0,13560,13.7,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4
F42468/0,18959,86.3,172.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.6
F42469/0,13560,14,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
F42469/0,18955,86,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0
FAB310-40/0,18659,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.2,77.2
GG6020-GR/0,13545,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,21.2
JB38/2,18703,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,435.9","2,435.9"
JC24/4,19045,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,039.9","8,039.9"
JC24/5,19076,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,592.9","2,592.9"
KBDU600K/1,19069,50,0.0,0.0,0.0,"1,046.8","1,025.2",0.0,0.0,0.0,0.0,0.0,"2,072.0"
KBDU600K/1,19070,50,0.0,0.0,0.0,"1,046.8","1,025.2",0.0,0.0,0.0,0.0,0.0,"2,072.0"
