Customer,SO #,Order #,Roll #,Qty (yds),Qty (lbs),Good Ea.,Bad Ea.,Received
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67759,006775903,126.0,56.9,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67759,006775901,124.0,56.0,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67755,006775508,105.0,47.8,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67755,006775504,130.0,59.2,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67755,006775503,132.0,60.1,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67755,006775501,131.0,59.6,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67754,006775412,9.0,4.0,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67754,006775406,129.0,57.5,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67754,006775405,131.0,58.4,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67754,006775403,125.0,55.7,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67604,006760402,115.0,55.3,0,0,3/31/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67604,006760403,124.0,59.6,0,0,3/31/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67604,006760404,125.0,60.1,0,0,3/31/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67604,006760405,124.0,59.6,0,0,3/31/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67604,006760406,125.0,60.1,0,0,3/31/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67604,006760407,127.0,61.0,0,0,3/31/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67604,006760408,124.0,59.6,0,0,3/31/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67604,006760411,127.0,61.0,0,0,3/31/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67643,006764301,127.0,57.2,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67643,006764302,132.0,59.4,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67643,006764303,131.0,59.0,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67643,006764304,129.0,58.1,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67643,006764305,129.0,58.1,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67643,006764308,134.0,60.3,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67643,006764309,117.0,52.7,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67643,006764310,112.0,50.4,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67643,006764311,21.0,9.5,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67754,006775401,88.0,39.2,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67754,006775402,129.0,57.5,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67754,006775404,126.0,56.1,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67754,006775407,123.0,54.8,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67754,006775408,144.0,64.2,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67754,006775410,128.0,57.0,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67754,006775411,36.0,16.0,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67754,006775413,15.0,6.7,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67755,006775502,132.0,60.1,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67755,006775505,120.0,54.6,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67755,006775506,130.0,59.2,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67755,006775507,128.0,58.2,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67755,006775509,132.0,60.1,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67755,006775510,95.0,43.2,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67755,006775511,59.0,26.8,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67759,006775902,108.0,48.8,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67759,006775904,125.0,56.5,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67759,006775905,121.0,54.7,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67759,006775907,129.0,58.3,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67759,006775908,133.0,60.1,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67759,006775910,80.0,36.2,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67839,006783902,125.0,58.8,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67839,006783903,125.0,58.8,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67839,006783904,127.0,59.8,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67839,006783906,142.0,66.8,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67839,006783907,128.0,60.2,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67839,006783908,124.0,58.4,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67839,006783909,127.0,59.8,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67839,006783910,133.0,62.6,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67643,006764307,95.0,42.8,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67643,006764306,139.0,62.6,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67604,006760409,97.0,46.6,0,0,3/31/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67604,006760410,33.0,15.9,0,0,3/31/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67754,006775409,131.0,58.4,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67839,006783901,122.0,57.4,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2506440,D67839,006783905,119.0,56.0,0,0,4/30/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2507418,D67936,006793604,166.0,52.8,0,0,4/16/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2507418,D68555,006855503,161.0,51.2,0,0,6/24/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2507418,D68513,006851304,160.0,50.8,0,0,6/24/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2507418,D68513,006851303,157.0,49.8,0,0,6/24/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2507375,D68954,006895404,165.0,51.2,0,0,7/16/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2507375,D68954,006895401,157.0,47.6,0,0,7/16/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2507375,D68954,006895406,165.0,51.2,0,0,7/16/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2507418,D68513,006851301,159.0,50.6,0,0,6/24/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2507418,D68513,006851302,159.0,50.6,0,0,6/24/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2507375,D68954,006895405,165.0,51.2,0,0,7/16/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2507418,D68534,006853402,161.0,50.8,0,0,6/24/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2507375,D68954,006895403,165.0,51.2,0,0,7/16/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2507418,D68555,006855502,160.0,50.4,0,0,6/24/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2507375,D68954,006895402,164.0,51.2,0,0,7/16/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2507375,D68971,006897103,175.0,54.4,0,0,7/14/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2507418,D68555,006855501,160.0,50.6,0,0,6/24/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2507418,D68534,006853401,160.0,50.6,0,0,6/24/2025
CTIC - CREATIVE TICKING,S2507382,D68200,006820002,41.0,58.4,0,0,5/19/2025
CTIC - CREATIVE TICKING,S2507382,D68200,006820004,40.2,53.7,0,0,5/19/2025
CTIC - CREATIVE TICKING,S2507382,D68200,006820007,40.1,53.1,0,0,5/19/2025
CTIC - CREATIVE TICKING,S2507382,D68200,006820009,38.3,51.1,0,0,5/19/2025
CTIC - CREATIVE TICKING,S2507382,D68200,006820006,40.2,52.6,0,0,5/19/2025
CTIC - CREATIVE TICKING,S2507382,D68200,006820003,40.3,54.0,0,0,5/19/2025
CTIC - CREATIVE TICKING,S2507382,D68200,006820001,40.3,52.2,0,0,5/19/2025
CTIC - CREATIVE TICKING,S2507382,D68200,006820005,31.6,42.2,0,0,5/19/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D69024,006902405,40.5,53.1,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D69024,006902409,11.2,16.3,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D69024,006902403,40.1,53.0,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68934,006893402,40.3,58.5,0,0,7/10/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68934,006893408,40.4,59.1,0,0,7/10/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D69024,006902402,40.1,53.0,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D69024,006902401,34.2,47.1,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68985,006898514,40.3,53.7,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68985,006898515,40.4,53.2,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68985,006898516,49.5,65.4,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D69075,006907501,72.0,93.0,0,0,7/17/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68985,006898506,40.5,53.8,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68985,006898509,40.6,54.1,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68934,006893401,40.5,59.3,0,0,7/10/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68934,006893403,40.0,57.8,0,0,7/10/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68959,006895904,77.0,99.2,0,0,7/14/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68934,006893405,40.1,58.9,0,0,7/10/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68985,006898502,40.3,56.3,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68934,006893404,40.1,58.6,0,0,7/10/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68934,006893406,37.1,55.1,0,0,7/10/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68934,006893407,40.2,58.4,0,0,7/10/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68934,006893409,40.2,59.7,0,0,7/10/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68934,006893410,40.3,59.5,0,0,7/10/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68934,006893411,38.1,56.5,0,0,7/10/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68985,006898508,41.4,54.9,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68985,006898505,40.6,54.2,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68985,006898507,41.5,55.2,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68959,006895903,77.0,99.8,0,0,7/14/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68985,006898511,40.5,53.8,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68985,006898510,40.6,53.1,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68959,006895905,77.0,99.2,0,0,7/14/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68959,006895901,77.0,99.2,0,0,7/14/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68959,006895902,77.0,99.2,0,0,7/14/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68985,006898513,40.3,53.6,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68985,006898512,40.6,53.9,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68985,006898501,40.3,53.5,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68985,006898503,40.3,53.8,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D68985,006898504,40.3,53.6,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D69024,006902406,40.4,52.5,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D69024,006902404,40.4,52.9,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D69024,006902408,40.6,54.1,0,0,7/15/2025
"CFAB - CREATIVE FABRIC SERVICE, LLC",S2505226,D69024,006902407,40.7,54.0,0,0,7/15/2025
CTIC - CREATIVE TICKING,S2505225,D68875,006887501,20.0,45.0,11,1,7/17/2025
CTIC - CREATIVE TICKING,S2505225,D68875,006887503,26.0,56.0,13,2,7/17/2025
CTIC - CREATIVE TICKING,S2505225,D68566,006856601,18.0,43.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505225,D68566,006856604,19.0,44.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505225,D68566,006856614,20.0,44.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505225,D68566,006856605,19.0,44.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505225,D68566,006856606,6.0,14.0,4,0,6/12/2025
CTIC - CREATIVE TICKING,S2505225,D68566,006856615,20.0,44.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505225,D68566,006856617,20.0,44.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505225,D68566,006856613,20.0,44.0,0,0,6/12/2025
CTIC - CREATIVE TICKING,S2505225,D68566,006856607,19.0,44.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505225,D68566,006856608,19.0,44.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505225,D68650,006865016,26.0,56.0,15,0,6/19/2025
CTIC - CREATIVE TICKING,S2505225,D68650,006865017,26.0,56.0,15,0,6/19/2025
CTIC - CREATIVE TICKING,S2505225,D68566,006856602,18.0,43.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505225,D68875,006887510,8.0,19.0,4,1,7/17/2025
CTIC - CREATIVE TICKING,S2505225,D68566,006856603,18.0,44.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505225,D68875,006887512,26.0,56.0,15,0,7/17/2025
CTIC - CREATIVE TICKING,S2505225,D68875,006887513,26.0,56.0,15,0,7/17/2025
CTIC - CREATIVE TICKING,S2505225,D68875,006887514,25.0,56.0,14,1,7/17/2025
CTIC - CREATIVE TICKING,S2505225,D68875,006887515,8.0,19.0,5,0,7/17/2025
CTIC - CREATIVE TICKING,S2505225,D68566,006856610,20.0,44.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505225,D68566,006856611,20.0,44.0,0,0,6/12/2025
CTIC - CREATIVE TICKING,S2505225,D68566,006856612,8.0,18.0,5,0,6/12/2025
CTIC - CREATIVE TICKING,S2505225,D68875,006887509,26.0,56.0,13,2,7/17/2025
CTIC - CREATIVE TICKING,S2505225,D68875,006887508,25.0,56.0,14,1,7/17/2025
CTIC - CREATIVE TICKING,S2505225,D68875,006887507,25.0,56.0,15,0,7/17/2025
CTIC - CREATIVE TICKING,S2505225,D68875,006887506,25.0,56.0,14,1,7/17/2025
CTIC - CREATIVE TICKING,S2505225,D68875,006887505,12.0,26.0,7,0,7/17/2025
CTIC - CREATIVE TICKING,S2505225,D68566,006856618,6.0,14.0,4,0,6/12/2025
CTIC - CREATIVE TICKING,S2505225,D68650,006865001,22.9,52.0,12,2,6/19/2025
CTIC - CREATIVE TICKING,S2505225,D68650,006865005,7.0,15.0,4,0,6/19/2025
CTIC - CREATIVE TICKING,S2505225,D68650,006865006,25.0,56.0,15,0,6/19/2025
CTIC - CREATIVE TICKING,S2505225,D68650,006865010,7.0,14.0,4,0,6/19/2025
CTIC - CREATIVE TICKING,S2505225,D68650,006865004,25.6,57.0,15,0,6/19/2025
CTIC - CREATIVE TICKING,S2505225,D68875,006887504,26.0,56.0,15,0,7/17/2025
CTIC - CREATIVE TICKING,S2505225,D68650,006865019,32.0,68.0,18,0,6/19/2025
CTIC - CREATIVE TICKING,S2505225,D68650,006865018,26.0,57.0,15,0,6/19/2025
CTIC - CREATIVE TICKING,S2505225,D68650,006865008,26.0,56.0,15,0,6/19/2025
CTIC - CREATIVE TICKING,S2505225,D68650,006865007,25.0,56.0,15,0,6/19/2025
CTIC - CREATIVE TICKING,S2505225,D68650,006865015,8.5,19.0,5,0,6/19/2025
CTIC - CREATIVE TICKING,S2505225,D68650,006865014,26.0,57.0,15,0,6/19/2025
CTIC - CREATIVE TICKING,S2505225,D68650,006865012,26.0,57.0,15,0,6/19/2025
CTIC - CREATIVE TICKING,S2505225,D68650,006865013,26.0,57.0,15,0,6/19/2025
CTIC - CREATIVE TICKING,S2505225,D68650,006865011,25.0,56.0,15,0,6/19/2025
CTIC - CREATIVE TICKING,S2505225,D68650,006865009,26.0,57.0,14,1,6/19/2025
CTIC - CREATIVE TICKING,S2505225,D68650,006865003,23.0,53.0,14,0,6/19/2025
CTIC - CREATIVE TICKING,S2505225,D68650,006865002,23.0,53.0,13,1,6/19/2025
CTIC - CREATIVE TICKING,S2505225,D68566,006856616,20.0,44.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505225,D68566,006856609,19.0,44.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505225,D68875,006887511,25.0,56.0,13,2,7/17/2025
CTIC - CREATIVE TICKING,S2505225,D68875,006887502,25.0,56.2,15,0,7/17/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859705,24.0,56.0,11,1,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859708,5.0,14.0,3,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859711,24.0,56.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859715,25.0,57.0,11,1,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68567,006856701,26.0,56.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859716,4.0,9.0,2,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859720,25.0,57.0,11,1,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859719,25.0,57.0,11,1,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859718,25.0,57.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859714,25.0,57.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859713,25.0,57.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68567,006856706,25.0,56.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859712,24.0,57.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68567,006856707,26.0,56.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505227,D68549,006854903,26.0,56.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505227,D68549,006854905,26.0,56.0,10,2,6/12/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859710,19.0,42.0,9,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859706,10.0,23.0,5,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68615,006861517,22.0,48.0,10,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68615,006861516,25.0,57.0,11,1,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68615,006861515,25.0,57.0,9,3,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68615,006861508,6.0,14.0,3,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68615,006861502,25.0,57.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68567,006856705,25.0,56.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505227,D68567,006856704,24.0,51.0,10,1,6/12/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859703,24.0,56.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859722,25.0,57.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859723,25.0,57.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68567,006856702,26.0,56.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505227,D68529,006852901,22.0,53.0,10,0,6/19/2025
CTIC - CREATIVE TICKING,S2505227,D68615,006861513,19.0,43.0,9,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68615,006861511,25.0,57.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859725,25.0,57.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859724,25.0,57.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859721,8.0,19.0,4,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68615,006861505,25.0,57.0,11,1,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68615,006861510,15.0,33.0,5,2,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68615,006861514,25.0,57.0,11,1,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68567,006856708,25.0,56.0,9,3,6/12/2025
CTIC - CREATIVE TICKING,S2505227,D68615,006861504,25.0,57.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68549,006854902,26.0,56.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859717,25.0,57.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68615,006861501,25.0,57.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68615,006861503,25.0,57.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68615,006861506,25.0,57.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68615,006861507,26.0,57.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68615,006861512,25.0,57.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68615,006861518,19.0,43.0,9,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68549,006854907,26.0,56.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505227,D68549,006854908,26.0,56.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505227,D68567,006856703,26.0,56.0,12,0,6/12/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859701,24.0,56.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68549,006854901,23.0,51.0,10,1,6/12/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859702,24.0,56.0,12,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68549,006854904,26.0,56.0,11,1,6/12/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859704,18.0,42.0,9,0,6/13/2025
CTIC - CREATIVE TICKING,S2505227,D68549,006854906,26.0,56.0,11,1,6/12/2025
CTIC - CREATIVE TICKING,S2505227,D68597,006859707,24.0,57.0,11,1,6/13/2025
